customer_id,age,gender,tenure_months,contract_type,monthly_charges,total_charges,internet_service,payment_method,support_calls,late_payments,online_security,tech_support,streaming_service,senior_citizen,family_members,churn
C108874,66,Male,3,Month-to-month,76.87,5907.88,DSL,Electronic check,5,1,Yes,No,Yes,0,3,1
C108875,46,Male,32,Month-to-month,107.4,8454.65,Fiber optic,Bank transfer,1,0,No,No,No,0,5,0
C108876,48,Female,8,Month-to-month,78.96,7810.69,No,Electronic check,1,1,Yes,No,Yes,0,1,0
C108877,21,Female,30,Month-to-month,,1247.22,Fiber optic,Bank transfer,1,2,No,No,Yes,0,2,1
C108878,35,Female,15,Month-to-month,103.17,203.7,DSL,Electronic check,1,3,Yes,Yes,Yes,0,2,1
C108879,37,Female,55,Month-to-month,44.65,3521.26,No,Electronic check,3,0,Yes,Yes,Yes,0,3,0
C108880,73,Male,38,Month-to-month,56.03,7801.44,DSL,Credit card,2,0,No,Yes,No,0,4,0
C108881,73,Female,15,Month-to-month,30.3,2148.12,Fiber optic,Bank transfer,3,1,Yes,No,No,0,3,0
C108882,64,Male,30,One year,142.94,6253.46,Fiber optic,Credit card,1,1,Yes,Yes,No,0,5,1
C108883,60,Male,46,Two year,135.25,4336.36,Fiber optic,Bank transfer,2,2,Yes,No,No,0,4,0
C108884,61,Male,64,Two year,31.02,6740.09,DSL,Credit card,5,1,No,No,Yes,1,2,0
C108885,26,Male,26,Two year,94.63,1568.29,DSL,Credit card,2,1,Yes,No,Yes,0,2,0
C108886,30,Female,67,Month-to-month,144.85,2227.91,DSL,Credit card,3,0,No,Yes,Yes,1,3,0
C108887,32,Male,36,Month-to-month,117.13,2258.47,Fiber optic,Credit card,5,2,No,Yes,No,0,3,1
C108888,44,Female,31,Two year,83.94,4981.35,Fiber optic,Credit card,1,1,No,Yes,No,0,2,0
C108889,32,Male,40,Month-to-month,51.34,2677.66,Fiber optic,Bank transfer,0,1,Yes,Yes,No,1,3,0
C108890,45,Male,46,Month-to-month,56.27,7324.33,Fiber optic,Mailed check,3,1,No,No,No,0,1,0
C108891,54,Male,42,Month-to-month,115.71,3186.47,DSL,Credit card,5,1,Yes,No,Yes,0,3,0
C108892,72,Female,18,Month-to-month,121.47,5981.58,No,Mailed check,3,1,No,No,No,0,4,1
C108893,36,Male,36,Two year,88.73,8541.67,DSL,Credit card,2,2,Yes,No,Yes,0,2,0
C108894,43,Male,50,One year,35.72,5501.62,Fiber optic,Bank transfer,2,3,No,No,Yes,0,5,0
C108895,69,Male,61,One year,141.4,2255.17,Fiber optic,Electronic check,7,2,No,No,No,0,2,0
C108896,43,Male,40,Two year,129.82,7491.06,DSL,Mailed check,5,4,No,No,No,0,4,1
C108897,42,Female,3,Month-to-month,38.27,211.63,DSL,Mailed check,1,2,No,No,Yes,1,3,0
C108898,43,Female,7,One year,27.37,2383.18,No,Bank transfer,1,0,No,Yes,No,0,5,0
C108899,43,Male,31,Month-to-month,89.66,3548.67,DSL,Electronic check,3,0,No,Yes,Yes,0,2,0
C108900,63,Male,65,One year,56.94,1844.21,Fiber optic,Mailed check,0,1,Yes,Yes,No,0,1,0
C108901,45,Female,64,Month-to-month,56.82,5475.76,No,Bank transfer,1,0,Yes,Yes,Yes,0,1,0
C108902,66,Female,3,One year,31.34,5066.21,No,Credit card,4,1,Yes,Yes,No,0,2,0
C108903,35,Female,35,Two year,143.94,3717.82,DSL,Mailed check,3,0,Yes,No,Yes,0,3,0
C108904,49,Male,15,Month-to-month,127.92,2719.98,DSL,Electronic check,1,0,No,Yes,Yes,0,1,1
C108905,70,Female,21,Month-to-month,34.8,3961.77,Fiber optic,Mailed check,1,0,No,Yes,Yes,0,1,0
C108906,20,Male,62,Month-to-month,133.96,2691.7,DSL,Credit card,4,2,Yes,Yes,No,0,5,0
C108907,19,Female,28,Month-to-month,108.78,2069.2,Fiber optic,Electronic check,1,1,No,Yes,Yes,0,1,1
C108908,50,Female,4,Month-to-month,62.31,,Fiber optic,Credit card,3,3,Yes,Yes,No,0,3,1
C108909,59,Male,13,Two year,133.26,5460.79,Fiber optic,Electronic check,1,1,No,Yes,No,0,2,1
C108910,36,Female,51,Month-to-month,97.74,5870.68,Fiber optic,Credit card,4,1,No,Yes,Yes,0,1,0
C108911,34,Male,48,Month-to-month,130.33,2746.39,No,Electronic check,2,1,Yes,Yes,Yes,0,1,0
C108912,61,Female,39,One year,81.0,8531.84,DSL,Electronic check,1,2,Yes,No,No,0,3,0
C108913,50,Male,67,Month-to-month,85.08,2431.44,Fiber optic,Credit card,2,1,Yes,Yes,No,0,4,0
C108914,29,Female,58,Month-to-month,57.83,6437.98,DSL,Mailed check,1,1,No,No,No,0,1,0
C108915,66,Female,2,One year,70.4,825.17,DSL,Bank transfer,1,2,Yes,No,No,0,3,1
C108916,73,Male,25,One year,93.81,6017.12,DSL,Mailed check,1,2,Yes,Yes,Yes,0,4,0
C108917,20,Male,11,Month-to-month,143.12,4193.54,Fiber optic,Bank transfer,2,2,No,No,No,0,5,0
C108918,60,Male,1,Month-to-month,98.02,5165.06,No,Credit card,0,1,Yes,Yes,No,0,1,0
C108919,66,Male,48,Month-to-month,39.16,1738.25,Fiber optic,Mailed check,6,0,No,No,Yes,0,5,0
C108920,72,Female,48,Month-to-month,20.91,3958.72,DSL,Credit card,5,0,Yes,Yes,Yes,0,3,0
C108921,43,Female,10,Month-to-month,130.63,6919.87,Fiber optic,Bank transfer,1,1,Yes,Yes,No,0,2,0
C108922,52,Female,30,One year,67.36,6927.06,DSL,Electronic check,4,0,Yes,No,Yes,0,5,0
C108923,25,Female,35,Two year,60.95,2214.25,Fiber optic,Credit card,2,1,No,Yes,Yes,0,1,0
C108924,69,Female,19,Month-to-month,124.1,3238.13,No,Mailed check,1,0,No,No,Yes,1,4,1
C108925,53,Female,53,One year,142.9,133.94,DSL,Credit card,1,0,Yes,No,Yes,0,1,0
C108926,70,Male,34,Month-to-month,117.25,900.66,DSL,Credit card,2,4,No,No,No,1,5,0
C108927,71,Female,32,Month-to-month,42.6,1227.9,DSL,Credit card,1,1,Yes,Yes,No,0,1,0
C108928,24,Female,6,One year,70.88,2713.5,DSL,Bank transfer,0,1,No,No,No,1,2,0
C108929,63,Male,13,Two year,118.72,6855.24,Fiber optic,Mailed check,4,1,Yes,Yes,Yes,0,4,1
C108930,63,Female,64,Month-to-month,137.9,4641.23,DSL,Mailed check,1,1,No,No,Yes,0,5,0
C108931,53,Female,7,Month-to-month,149.82,7154.21,DSL,Bank transfer,2,0,Yes,No,Yes,0,1,0
C108932,33,Female,45,One year,86.5,6818.66,Fiber optic,Mailed check,0,4,Yes,Yes,No,0,5,0
C108933,41,Male,45,Month-to-month,126.93,5325.53,No,Mailed check,1,0,No,No,Yes,0,4,0
C108934,71,Male,65,Month-to-month,26.06,4548.76,Fiber optic,Credit card,4,0,No,Yes,Yes,0,2,1
C108935,18,Female,19,Month-to-month,57.16,8388.76,Fiber optic,Bank transfer,1,0,Yes,Yes,No,0,2,0
C108936,66,Male,47,One year,68.3,5166.5,DSL,Bank transfer,2,1,No,No,Yes,0,3,0
C108937,42,Female,46,Month-to-month,146.82,4397.13,Fiber optic,Bank transfer,1,1,Yes,Yes,No,0,2,0
C108938,27,Female,29,Two year,20.44,7835.18,DSL,Electronic check,3,3,No,Yes,Yes,0,4,0
C108939,71,Female,61,Month-to-month,60.04,735.8,No,Mailed check,5,0,No,No,Yes,0,5,0
C108940,33,Male,65,Month-to-month,140.95,5938.63,DSL,Credit card,1,1,Yes,Yes,Yes,0,2,0
C108941,33,Female,23,One year,59.87,1105.94,DSL,Credit card,1,2,No,No,No,0,2,0
C108942,75,Female,51,Month-to-month,49.26,7396.41,DSL,Credit card,3,0,No,No,No,0,2,0
C108943,25,Female,63,Month-to-month,114.91,7154.73,No,Credit card,0,1,Yes,Yes,No,0,1,0
C108944,46,Female,22,Month-to-month,116.89,4582.04,Fiber optic,Mailed check,4,2,Yes,Yes,No,0,3,0
C108945,56,Female,71,Month-to-month,81.38,5983.29,Fiber optic,Bank transfer,2,1,Yes,Yes,Yes,0,2,0
C108946,45,Male,33,One year,143.1,6976.33,Fiber optic,Bank transfer,2,0,No,Yes,No,1,2,0
C108947,23,Female,44,Month-to-month,46.35,4401.4,No,Electronic check,3,2,No,No,Yes,1,3,0
C108948,33,Male,7,Two year,138.74,8163.03,DSL,Credit card,2,0,Yes,No,No,1,2,0
C108949,37,Female,2,One year,118.22,3989.57,DSL,Electronic check,4,1,No,Yes,No,0,5,0
C108950,33,Male,17,Month-to-month,67.87,8039.0,Fiber optic,Mailed check,5,1,Yes,No,Yes,0,4,0
C108951,24,Female,65,Month-to-month,124.9,5286.42,Fiber optic,Electronic check,1,1,No,No,No,0,1,1
C108952,58,Female,58,Month-to-month,37.32,3893.57,Fiber optic,Mailed check,2,4,Yes,Yes,No,0,2,0
C108953,31,Male,30,Month-to-month,37.03,136.47,Fiber optic,Electronic check,3,2,No,Yes,Yes,0,5,0
C108954,60,Male,26,One year,140.89,2730.45,Fiber optic,Mailed check,2,1,Yes,No,No,0,2,1
C108955,43,Female,35,Month-to-month,32.32,7824.5,No,Mailed check,2,1,Yes,Yes,Yes,1,2,0
C108956,43,Male,63,Two year,20.53,3915.54,No,Electronic check,4,1,Yes,Yes,No,0,5,0
C108957,31,Male,71,Month-to-month,70.57,3851.07,DSL,Bank transfer,3,2,Yes,Yes,Yes,0,5,0
C108958,24,Female,28,Month-to-month,33.5,4455.76,Fiber optic,Electronic check,2,2,Yes,Yes,Yes,0,5,0
C108959,50,Female,25,Month-to-month,132.19,2648.11,Fiber optic,Bank transfer,0,1,Yes,No,No,0,2,0
C108960,43,Female,61,Month-to-month,139.95,4474.81,Fiber optic,Bank transfer,2,1,Yes,No,Yes,0,4,0
C108961,74,Female,31,Two year,82.72,3444.29,DSL,,1,1,No,Yes,No,0,5,0
C108962,62,Female,54,One year,75.31,8194.04,Fiber optic,Credit card,1,2,Yes,Yes,Yes,1,5,1
C108963,37,Male,67,Month-to-month,90.08,5119.3,No,Bank transfer,1,1,Yes,No,Yes,0,5,0
C108964,20,Female,51,Two year,49.41,7523.94,DSL,Credit card,2,4,Yes,Yes,Yes,0,4,0
C108965,69,Male,58,Two year,58.74,6213.18,Fiber optic,Mailed check,4,0,No,Yes,Yes,0,1,0
C108966,21,Female,34,One year,33.13,1992.17,DSL,Mailed check,2,2,Yes,No,No,0,1,0
C108967,43,Female,59,Two year,78.04,7822.22,Fiber optic,Mailed check,0,0,Yes,Yes,Yes,0,1,0
C108968,28,Male,21,One year,99.52,876.71,Fiber optic,Bank transfer,3,2,Yes,No,No,1,5,0
C108969,19,Female,56,Month-to-month,140.93,4092.88,DSL,Bank transfer,4,0,No,Yes,Yes,0,4,0
C108970,31,Male,37,Month-to-month,116.08,2228.48,No,Mailed check,4,2,No,,Yes,1,1,1
C108971,61,Male,64,Month-to-month,114.0,4884.24,No,Electronic check,3,1,Yes,No,No,0,2,0
C108972,47,Male,19,One year,60.04,2770.44,Fiber optic,Electronic check,1,1,No,Yes,No,0,3,0
C108973,66,Female,53,Two year,135.48,6533.15,Fiber optic,Mailed check,3,0,Yes,No,Yes,0,3,0
C108974,29,Female,71,One year,143.1,8438.58,Fiber optic,Credit card,1,0,,,No,0,3,0
C108975,43,Female,63,Two year,141.19,6410.9,DSL,Mailed check,2,0,No,Yes,Yes,0,2,0
C108976,61,Female,62,Month-to-month,25.04,3262.26,DSL,Bank transfer,3,1,No,No,No,0,4,0
C108977,50,Female,72,One year,98.57,5440.62,Fiber optic,Credit card,2,2,No,No,No,0,2,0
C108978,30,Female,19,One year,103.62,8007.88,Fiber optic,Electronic check,2,1,No,Yes,Yes,0,4,1
C108979,31,Male,2,One year,58.36,2503.25,DSL,Electronic check,2,2,Yes,No,No,0,4,0
C108980,41,Female,6,One year,149.01,1152.02,No,Credit card,3,2,No,Yes,No,0,3,0
C108981,51,Female,29,Month-to-month,57.85,1263.8,DSL,Credit card,1,1,Yes,Yes,No,0,2,0
C108982,61,Female,41,Month-to-month,48.16,,DSL,Bank transfer,0,2,Yes,No,Yes,1,5,0
C108983,43,Female,51,Two year,82.94,,No,Mailed check,1,4,Yes,Yes,No,0,4,0
C108984,38,Male,5,Month-to-month,62.01,,Fiber optic,Credit card,1,0,Yes,Yes,No,0,5,1
C108985,45,Male,41,Month-to-month,140.12,4139.62,Fiber optic,Credit card,3,2,Yes,No,No,0,5,1
C108986,65,Male,62,Month-to-month,77.21,6590.75,DSL,Electronic check,2,0,No,No,Yes,0,3,0
C108987,53,Male,30,Month-to-month,73.32,5742.33,No,Electronic check,0,0,Yes,Yes,Yes,0,3,0
C108988,57,Male,62,One year,101.36,5691.25,DSL,Mailed check,2,1,No,Yes,Yes,0,4,0
C108989,19,Female,27,One year,30.54,1901.15,DSL,Credit card,0,1,No,No,No,0,2,0
C108990,59,Male,50,Two year,118.38,2881.99,DSL,Electronic check,1,1,No,Yes,Yes,0,2,0
C108991,26,Male,52,Month-to-month,119.89,3165.38,Fiber optic,Mailed check,1,1,Yes,No,Yes,0,5,0
C108992,40,Female,49,One year,81.62,7292.9,Fiber optic,Electronic check,2,2,Yes,Yes,Yes,0,2,1
C108993,32,Female,62,Two year,144.24,6998.48,DSL,Electronic check,2,0,Yes,No,No,0,3,0
C108994,30,Male,60,Two year,95.31,2348.79,DSL,Electronic check,2,1,Yes,No,No,0,4,1
C108995,40,Female,54,Two year,110.38,590.86,Fiber optic,Bank transfer,3,0,No,Yes,No,0,4,0
C108996,34,Female,5,One year,140.16,6933.28,No,Bank transfer,1,1,Yes,No,No,0,5,1
C108997,65,Male,9,Month-to-month,106.62,3747.81,DSL,Credit card,4,0,No,No,Yes,0,3,1
C108998,19,Female,34,Month-to-month,76.14,2056.25,Fiber optic,Mailed check,1,1,No,Yes,No,0,5,0
C108999,37,Male,36,Two year,23.22,1141.45,Fiber optic,Mailed check,1,0,Yes,No,Yes,0,1,0
C109000,37,Male,20,Two year,114.68,214.05,Fiber optic,Bank transfer,3,0,Yes,No,Yes,0,1,0
C109001,63,Female,63,One year,145.43,3906.79,Fiber optic,Mailed check,1,1,Yes,Yes,No,0,1,0
C109002,20,Male,67,Month-to-month,81.13,3123.9,DSL,Credit card,1,1,Yes,No,No,0,3,0
C109003,72,Male,30,One year,64.17,6298.58,Fiber optic,Mailed check,2,1,No,No,Yes,0,5,0
C109004,29,Female,69,Month-to-month,87.5,8792.32,DSL,Mailed check,5,0,No,,No,0,4,0
C109005,57,Female,70,Month-to-month,114.7,1940.37,Fiber optic,Bank transfer,3,2,No,No,Yes,1,1,1
C109006,19,Female,3,Month-to-month,20.09,2263.02,DSL,Bank transfer,2,0,No,No,No,0,1,0
C109007,53,Female,49,Two year,135.34,3101.99,DSL,Mailed check,3,1,No,Yes,Yes,0,2,0
C109008,31,Male,42,Month-to-month,135.23,4246.84,DSL,Mailed check,0,2,Yes,No,No,0,5,0
C109009,33,Female,24,One year,90.37,6309.52,No,Credit card,4,1,Yes,Yes,No,0,1,0
C109010,36,Female,44,Month-to-month,35.91,3233.08,Fiber optic,Credit card,0,1,No,No,No,0,5,0
C109011,51,Male,1,One year,107.33,1027.38,DSL,Credit card,3,1,Yes,Yes,Yes,0,2,1
C109012,61,Male,54,One year,37.92,6600.04,DSL,Electronic check,4,2,Yes,No,Yes,0,2,0
C109013,63,Male,52,Two year,85.98,7172.31,DSL,Electronic check,5,1,Yes,Yes,No,0,1,0
C109014,23,Male,36,Month-to-month,32.17,2304.07,DSL,Electronic check,1,1,Yes,No,No,0,5,0
C109015,30,Female,38,Month-to-month,96.58,1317.13,Fiber optic,Mailed check,1,2,No,No,Yes,1,4,0
C109016,53,Female,44,One year,61.35,4797.43,Fiber optic,Credit card,1,1,No,No,No,0,2,0
C109017,39,Male,47,Month-to-month,128.03,1954.0,Fiber optic,Electronic check,4,1,Yes,No,No,0,4,1
C109018,35,Male,29,Month-to-month,123.99,3430.05,No,Bank transfer,5,1,No,No,Yes,1,1,1
C109019,29,Male,51,Month-to-month,149.8,7018.51,Fiber optic,Bank transfer,2,0,Yes,No,No,0,4,1
C109020,69,Male,41,One year,53.48,2054.5,No,Mailed check,4,1,No,No,No,0,3,0
C109021,71,Female,64,Month-to-month,28.03,7275.71,Fiber optic,Bank transfer,3,4,Yes,Yes,No,0,1,0
C109022,47,Male,48,Month-to-month,77.59,6098.78,Fiber optic,Mailed check,4,0,No,Yes,No,0,5,1
C109023,70,Female,22,Two year,30.84,2055.56,No,Bank transfer,0,0,No,No,Yes,0,1,0
C109024,68,Male,17,Month-to-month,43.2,4785.0,No,Electronic check,1,1,Yes,Yes,Yes,0,1,0
C109025,57,Female,5,Month-to-month,97.65,5565.23,No,Electronic check,7,0,Yes,No,Yes,0,1,1
C109026,24,Female,61,Month-to-month,96.98,1882.46,DSL,Mailed check,0,0,Yes,No,No,0,1,0
C109027,49,Female,6,One year,25.63,1390.05,DSL,Mailed check,0,2,No,No,No,1,5,0
C109028,65,Female,53,Month-to-month,77.58,4827.39,No,Bank transfer,2,0,Yes,Yes,Yes,0,5,0
C109029,36,Male,17,Two year,88.93,6275.19,Fiber optic,Credit card,1,0,Yes,No,No,0,4,0
C109030,23,Female,59,One year,54.84,4239.11,Fiber optic,Bank transfer,7,1,No,Yes,No,1,5,1
C109031,37,Male,39,Month-to-month,133.37,723.35,Fiber optic,Bank transfer,3,2,No,Yes,No,0,1,0
C109032,44,Female,54,Two year,40.94,8334.39,Fiber optic,Mailed check,1,6,No,Yes,No,0,4,0
C109033,70,Female,48,Month-to-month,53.01,6285.19,DSL,Credit card,4,0,No,No,No,0,4,1
C109034,60,Male,37,Month-to-month,40.41,5628.65,Fiber optic,Credit card,3,0,No,Yes,No,0,4,0
C109035,54,Male,48,One year,35.15,5828.28,No,Mailed check,1,1,No,No,No,0,4,0
C109036,65,Female,68,One year,134.27,3647.59,Fiber optic,Electronic check,1,1,Yes,Yes,No,1,4,0
C109037,24,Female,27,Month-to-month,56.12,8861.16,Fiber optic,Mailed check,0,1,No,No,Yes,1,5,0
C109038,22,Male,27,Month-to-month,113.93,1280.84,Fiber optic,Mailed check,1,0,No,Yes,Yes,0,2,1
C109039,28,Female,72,Month-to-month,75.64,6678.36,DSL,Mailed check,1,1,No,Yes,No,0,1,0
C109040,32,Male,63,Month-to-month,102.66,3845.8,DSL,Credit card,1,1,No,No,Yes,0,4,0
C109041,20,Male,52,One year,140.66,7941.75,Fiber optic,Mailed check,2,1,Yes,Yes,Yes,1,2,0
C109042,75,Male,47,One year,129.8,6483.63,DSL,Credit card,1,0,No,Yes,Yes,0,4,0
C109043,22,Female,21,Month-to-month,28.97,5104.04,DSL,Mailed check,2,3,No,No,No,1,1,0
C109044,40,Female,57,Month-to-month,129.88,8445.47,No,Electronic check,0,0,Yes,Yes,No,0,4,0
C109045,70,Male,42,Month-to-month,78.74,8220.75,Fiber optic,Electronic check,2,2,Yes,No,Yes,0,1,1
C109046,54,Male,48,Month-to-month,65.52,565.77,No,Bank transfer,3,2,No,No,Yes,1,1,0
C109047,26,Male,27,Month-to-month,107.41,1814.03,DSL,Bank transfer,2,1,Yes,No,No,1,5,1
C109048,32,Male,72,Month-to-month,143.53,6116.81,Fiber optic,Credit card,0,1,No,No,No,0,1,0
C109049,20,Female,33,Month-to-month,32.24,8304.37,DSL,Electronic check,5,0,Yes,No,No,0,1,1
C109050,46,Male,35,Month-to-month,119.85,3929.94,DSL,Credit card,1,1,No,Yes,Yes,0,4,0
C109051,23,Female,16,One year,46.46,440.92,No,Mailed check,1,2,No,Yes,Yes,0,5,0
C109052,34,Male,36,Month-to-month,69.42,5825.35,DSL,Mailed check,2,1,No,Yes,Yes,0,1,0
C109053,43,Female,66,Two year,133.6,1832.71,DSL,,2,0,Yes,No,Yes,0,3,0
C109054,38,Female,56,Two year,90.95,5015.66,Fiber optic,Bank transfer,3,1,No,No,Yes,0,1,0
C109055,25,Female,17,Two year,28.77,3523.68,Fiber optic,Credit card,3,1,No,Yes,Yes,0,4,0
C109056,38,Female,20,Two year,86.05,5066.44,No,Credit card,3,3,No,No,No,0,3,0
C109057,74,Female,8,One year,122.65,8398.68,DSL,Bank transfer,1,2,Yes,No,No,0,5,0
C109058,28,Male,18,One year,88.75,4423.63,DSL,Mailed check,2,3,No,No,No,0,3,1
C109059,55,Male,18,Month-to-month,41.7,407.31,Fiber optic,Bank transfer,2,1,Yes,Yes,No,0,4,1
C109060,25,Female,18,One year,77.86,5270.17,Fiber optic,Electronic check,4,0,Yes,Yes,No,0,2,0
C109061,59,Male,2,One year,140.16,2999.14,DSL,Bank transfer,1,1,No,No,No,0,2,0
C109062,41,Male,72,Month-to-month,105.57,7025.4,DSL,Electronic check,0,1,Yes,No,Yes,0,4,1
C109063,52,Male,51,One year,114.89,4282.36,Fiber optic,Electronic check,3,0,Yes,Yes,No,0,3,0
C109064,72,Male,10,Month-to-month,122.17,6698.2,Fiber optic,Bank transfer,2,2,Yes,No,No,0,4,1
C109065,31,Male,14,Month-to-month,31.79,8188.51,DSL,Bank transfer,2,0,Yes,Yes,No,0,5,0
C109066,72,Male,26,Month-to-month,95.6,3324.24,No,Bank transfer,1,0,No,Yes,Yes,0,5,0
C109067,31,Male,47,One year,68.87,8905.46,DSL,Credit card,0,1,Yes,No,Yes,0,5,0
C109068,27,Female,30,Two year,38.09,1433.33,No,Bank transfer,1,1,No,No,No,0,1,0
C109069,29,Male,56,Two year,46.35,5830.99,No,Electronic check,5,2,Yes,No,Yes,0,1,0
C109070,55,Male,42,One year,121.55,409.43,Fiber optic,Electronic check,1,0,No,Yes,Yes,0,4,0
C109071,61,Male,4,Month-to-month,40.99,1996.2,Fiber optic,Electronic check,6,2,No,Yes,Yes,0,2,1
C109072,72,Female,11,Two year,60.61,5740.63,DSL,Bank transfer,3,1,Yes,No,Yes,0,4,0
C109073,63,Female,24,Month-to-month,57.03,511.11,Fiber optic,Mailed check,1,1,No,No,No,0,4,1
C109074,51,Male,67,Two year,26.32,1005.91,DSL,,1,0,No,No,No,0,5,0
C109075,58,Female,37,Month-to-month,80.08,2689.99,Fiber optic,Electronic check,1,1,Yes,No,Yes,0,2,1
C109076,27,Female,2,Month-to-month,119.57,5223.17,Fiber optic,Electronic check,2,0,No,Yes,No,0,5,0
C109077,75,Male,12,One year,22.88,242.24,DSL,Credit card,1,3,Yes,No,No,0,2,0
C109078,34,Female,21,One year,34.63,4392.95,No,Bank transfer,1,2,No,Yes,No,0,5,0
C109079,34,Male,69,Month-to-month,113.62,5669.12,Fiber optic,Bank transfer,1,1,No,No,Yes,0,2,0
C109080,20,Female,71,One year,97.17,3682.45,DSL,Electronic check,1,1,No,Yes,Yes,0,5,0
C109081,48,Male,64,Month-to-month,112.98,701.99,Fiber optic,Credit card,3,1,Yes,Yes,Yes,0,2,0
C109082,68,Female,68,Month-to-month,49.91,5536.78,Fiber optic,Electronic check,2,3,Yes,Yes,No,0,2,0
C109083,18,Male,43,One year,124.49,5491.94,No,Credit card,1,0,Yes,No,Yes,0,4,0
C109084,29,Male,54,Month-to-month,82.38,4603.78,DSL,Electronic check,1,0,Yes,No,No,0,3,0
C109085,56,Female,62,One year,99.34,6268.99,No,,1,2,No,No,No,0,5,0
C109086,21,Male,12,Month-to-month,31.98,1949.44,DSL,Bank transfer,2,1,No,No,Yes,1,1,0
C109087,59,Male,1,Month-to-month,46.65,6139.01,DSL,Credit card,4,2,No,Yes,Yes,0,5,0
C109088,30,Female,72,Month-to-month,120.54,1536.95,Fiber optic,Mailed check,2,1,Yes,No,No,0,5,1
C109089,51,Male,33,Month-to-month,49.11,3594.97,DSL,Credit card,2,1,Yes,No,Yes,0,3,0
C109090,59,Male,64,Month-to-month,32.03,701.34,No,Credit card,0,1,Yes,Yes,Yes,0,1,0
C109091,38,Female,68,One year,97.64,7390.23,DSL,Bank transfer,3,1,No,No,Yes,1,3,0
C109092,39,Male,14,Two year,91.23,4890.28,No,Mailed check,5,2,No,No,Yes,0,1,0
C109093,74,Female,14,Two year,99.03,8742.34,No,Mailed check,0,0,Yes,No,Yes,1,3,0
C109094,21,Male,9,One year,100.38,8486.71,Fiber optic,Bank transfer,1,1,Yes,Yes,No,0,1,1
C109095,35,Female,26,Month-to-month,85.03,8987.19,Fiber optic,Electronic check,3,1,Yes,Yes,Yes,0,2,0
C109096,22,Female,49,Month-to-month,84.19,1001.27,Fiber optic,Credit card,0,1,Yes,Yes,No,0,2,0
C109097,36,Male,17,Month-to-month,140.14,5498.57,Fiber optic,Credit card,0,1,No,No,Yes,0,5,1
C109098,19,Female,68,Month-to-month,89.4,3727.42,No,Electronic check,2,2,No,No,No,0,5,0
C109099,29,Male,60,Two year,100.25,4840.71,DSL,Mailed check,1,0,No,Yes,No,0,4,0
C109100,34,Male,3,Month-to-month,54.71,2848.03,Fiber optic,Electronic check,1,0,Yes,No,Yes,0,5,0
C109101,27,Female,25,Month-to-month,,527.81,No,Mailed check,1,0,No,No,Yes,0,1,0
C109102,51,Male,21,Month-to-month,23.17,6398.98,Fiber optic,Electronic check,0,2,Yes,No,No,0,3,0
C109103,23,Male,12,Month-to-month,92.44,8695.77,Fiber optic,Electronic check,2,1,Yes,No,Yes,0,3,0
C109104,25,Female,54,Month-to-month,69.9,4838.2,Fiber optic,Mailed check,2,0,Yes,No,Yes,0,2,0
C109105,68,Male,1,One year,98.51,3033.26,No,Credit card,1,0,Yes,No,No,0,2,0
C109106,28,Male,1,Month-to-month,66.82,8450.68,DSL,Electronic check,3,1,No,,Yes,0,5,1
C109107,74,Female,45,One year,113.3,3345.53,No,Mailed check,2,0,Yes,Yes,Yes,0,2,0
C109108,29,Male,46,Month-to-month,22.64,8239.31,DSL,Credit card,1,0,Yes,Yes,Yes,0,1,1
C109109,26,Male,48,One year,72.77,7715.65,Fiber optic,Credit card,4,1,Yes,Yes,Yes,1,2,0
C109110,19,Female,7,One year,128.06,4805.53,DSL,Credit card,1,0,Yes,Yes,No,1,3,0
C109111,25,Male,10,One year,52.53,6124.17,DSL,Mailed check,3,1,No,Yes,Yes,0,2,0
C109112,75,Male,15,Month-to-month,26.86,6332.83,Fiber optic,Mailed check,0,2,No,No,No,0,3,1
C109113,28,Female,40,Month-to-month,84.55,5805.72,Fiber optic,Electronic check,3,1,No,No,No,0,4,0
C109114,70,Male,11,Two year,146.95,1530.67,Fiber optic,Electronic check,1,1,No,Yes,No,0,1,1
C109115,53,Male,56,Month-to-month,28.34,6265.71,Fiber optic,Electronic check,2,2,No,No,No,0,4,0
C109116,27,Female,46,Month-to-month,29.11,128.64,Fiber optic,Electronic check,4,0,Yes,Yes,Yes,0,4,1
C109117,38,Female,45,Month-to-month,97.37,6419.33,DSL,Mailed check,0,0,No,No,Yes,1,4,0
C109118,37,Male,13,One year,52.51,5038.04,DSL,Mailed check,0,0,No,Yes,No,1,3,0
C109119,65,Male,27,Month-to-month,73.33,2411.87,Fiber optic,Bank transfer,5,3,Yes,Yes,No,1,2,0
C109120,25,Female,50,One year,127.97,7253.5,DSL,Electronic check,2,3,No,No,Yes,0,4,0
C109121,53,Male,61,One year,45.85,3706.98,Fiber optic,Mailed check,1,1,Yes,Yes,No,0,4,0
C109122,46,Male,13,Month-to-month,113.51,4423.42,Fiber optic,Bank transfer,1,1,No,Yes,No,0,1,0
C109123,59,Male,12,Month-to-month,85.58,346.3,Fiber optic,Electronic check,4,1,Yes,No,No,0,3,1
C109124,29,Female,29,Month-to-month,137.64,3671.75,Fiber optic,,2,0,Yes,No,No,1,2,0
C109125,31,Male,20,Month-to-month,146.49,1589.53,Fiber optic,Electronic check,2,4,Yes,Yes,No,0,4,1
C109126,65,Male,31,Month-to-month,83.04,2557.68,DSL,Electronic check,3,2,No,No,Yes,0,4,0
