age,gender,tenure_months,contract_type,monthly_charges,total_charges,internet_service,payment_method,support_calls,late_payments,online_security,tech_support,streaming_service,senior_citizen,family_members,churn
70,Female,44,Month-to-month,51.51,5496.68,No,Credit card,3,1,Yes,Yes,Yes,0,5,0
59,Male,42,Month-to-month,107.61,7415.42,DSL,Mailed check,2,0,No,Yes,No,1,4,0
61,Female,19,Month-to-month,80.34,1709.12,Fiber optic,Mailed check,2,1,No,Yes,Yes,0,3,1
29,Female,32,Month-to-month,49.89,2681.17,No,Credit card,4,1,Yes,No,Yes,0,2,0
43,Female,44,Two year,92.44,4963.12,DSL,Credit card,3,0,No,No,Yes,1,5,0
54,Female,55,Month-to-month,53.0,5662.43,No,Mailed check,6,1,Yes,Yes,Yes,0,5,1
65,Female,5,Month-to-month,142.2,743.05,DSL,Bank transfer,0,5,Yes,No,No,0,5,1
50,Male,46,Two year,101.75,5565.06,DSL,Credit card,1,1,No,Yes,No,0,5,0
45,Female,45,Two year,57.95,6653.24,DSL,Credit card,1,0,No,Yes,No,0,5,0
26,Female,21,One year,48.04,1714.08,DSL,Bank transfer,4,0,No,No,No,0,1,0
29,Female,22,One year,113.17,2291.35,No,Mailed check,0,0,Yes,No,Yes,0,2,0
71,Female,23,Month-to-month,97.63,8464.31,Fiber optic,Credit card,3,0,No,Yes,Yes,0,4,0
69,Male,5,Month-to-month,99.86,3722.44,DSL,Bank transfer,3,0,Yes,No,No,1,2,1
71,Female,63,One year,98.5,4822.09,Fiber optic,Electronic check,3,0,Yes,No,No,0,1,0
45,Male,59,Month-to-month,66.81,6546.4,DSL,Mailed check,2,1,No,No,No,0,2,0
73,Female,52,One year,141.86,3406.0,DSL,Credit card,1,0,Yes,No,Yes,0,4,0
52,Female,65,Month-to-month,82.31,1039.44,Fiber optic,Electronic check,1,1,No,No,No,0,4,0
22,Female,39,Month-to-month,22.64,5923.46,Fiber optic,Credit card,0,0,Yes,No,Yes,0,2,1
51,Male,3,One year,65.29,6038.73,Fiber optic,Credit card,3,1,No,No,Yes,0,3,1
63,Female,42,Two year,36.94,2418.88,Fiber optic,Electronic check,1,2,No,No,Yes,0,3,0
30,Female,27,Month-to-month,99.07,6021.64,DSL,Mailed check,1,1,Yes,Yes,No,0,4,0
56,Female,28,Month-to-month,22.95,6360.49,Fiber optic,Bank transfer,4,0,Yes,Yes,Yes,0,2,0
59,Female,54,Month-to-month,133.13,331.98,Fiber optic,Credit card,0,2,Yes,Yes,Yes,1,5,0
62,Female,15,One year,99.34,6269.33,Fiber optic,Bank transfer,1,1,No,Yes,No,0,4,0
65,Female,53,Month-to-month,58.4,8456.46,DSL,Credit card,0,0,No,Yes,Yes,0,2,0
75,Male,72,Month-to-month,60.46,1691.19,Fiber optic,Credit card,3,1,Yes,No,Yes,1,1,0
31,Female,70,Two year,80.54,4739.78,DSL,Electronic check,1,1,No,No,No,0,1,0
28,Female,4,Month-to-month,52.25,6301.31,Fiber optic,Electronic check,0,0,No,No,No,0,3,1
59,Female,17,Month-to-month,20.56,2147.71,DSL,Bank transfer,1,2,Yes,No,Yes,1,3,0
55,Male,34,Month-to-month,23.45,6788.79,DSL,Electronic check,0,1,Yes,No,No,1,4,0
21,Male,6,Month-to-month,66.51,7825.99,No,Credit card,2,0,No,No,No,0,2,0
70,Female,36,Month-to-month,36.15,7349.5,Fiber optic,Bank transfer,3,2,Yes,Yes,Yes,0,1,0
50,Male,39,One year,22.91,2404.2,Fiber optic,Electronic check,1,1,No,Yes,No,0,2,0
24,Female,66,One year,131.71,7257.53,Fiber optic,Bank transfer,2,0,Yes,Yes,No,1,1,0
73,Female,8,Month-to-month,55.64,3778.75,DSL,Mailed check,1,1,Yes,Yes,No,0,4,0
58,Male,15,One year,85.41,2471.52,DSL,Bank transfer,5,0,No,Yes,No,0,2,1
25,Female,63,Month-to-month,43.32,1594.95,Fiber optic,Mailed check,0,1,Yes,No,No,0,3,1
68,Male,59,Two year,116.83,3899.39,DSL,Bank transfer,4,0,Yes,No,No,0,3,0
27,Male,10,Month-to-month,36.24,7805.01,DSL,Credit card,3,1,Yes,Yes,Yes,0,1,1
60,Female,7,Month-to-month,23.34,1519.95,Fiber optic,Credit card,3,4,Yes,No,No,0,2,0
74,Female,12,Two year,96.34,6926.24,No,Bank transfer,1,1,No,No,No,0,3,1
32,Female,46,Month-to-month,21.75,1079.12,Fiber optic,Electronic check,4,0,Yes,No,Yes,0,2,0
55,Female,32,Month-to-month,76.72,256.33,Fiber optic,Electronic check,1,0,No,No,No,1,4,0
32,Female,32,One year,57.55,8955.94,No,Bank transfer,1,1,No,No,Yes,0,3,0
22,Female,61,One year,61.52,754.48,DSL,Mailed check,3,1,No,Yes,Yes,0,5,0
36,Male,61,Month-to-month,145.36,7917.63,DSL,Mailed check,4,0,No,No,No,1,2,0
71,Female,46,Month-to-month,87.21,7392.48,No,Credit card,0,1,No,No,No,1,2,0
27,Female,55,Month-to-month,106.6,5536.55,DSL,Bank transfer,2,2,No,No,No,0,3,0
29,Male,1,Month-to-month,123.68,5704.38,Fiber optic,Electronic check,2,1,No,No,Yes,0,1,1
71,Male,67,One year,99.03,1077.44,DSL,Credit card,0,2,No,No,Yes,0,2,0
35,Male,16,Month-to-month,68.27,3465.34,No,Bank transfer,3,0,Yes,No,Yes,0,4,0
33,Male,13,Two year,127.01,2537.87,DSL,Credit card,1,0,No,No,Yes,0,3,0
57,Female,52,Two year,132.49,2338.34,Fiber optic,Bank transfer,3,0,Yes,Yes,No,0,5,0
53,Female,36,Two year,37.91,3257.59,Fiber optic,Credit card,5,1,Yes,No,No,0,1,0
42,Female,72,Month-to-month,90.55,3475.12,DSL,Mailed check,3,1,No,Yes,No,0,3,0
40,Male,44,Month-to-month,108.87,4436.29,Fiber optic,Electronic check,4,2,No,No,Yes,0,2,0
29,Female,47,Month-to-month,30.87,1644.47,Fiber optic,Credit card,2,1,No,Yes,Yes,0,5,0
51,Female,20,One year,140.85,7116.2,DSL,Bank transfer,2,1,No,Yes,No,0,1,0
53,Female,18,Month-to-month,87.61,7759.94,Fiber optic,Mailed check,2,0,Yes,Yes,No,0,1,0
54,Female,54,Month-to-month,103.91,2308.67,Fiber optic,Bank transfer,3,2,No,Yes,No,1,2,0
20,Female,12,Month-to-month,43.17,1197.38,DSL,Credit card,3,0,No,No,Yes,1,1,1
26,Female,25,Month-to-month,54.38,6528.58,Fiber optic,Electronic check,3,2,Yes,No,Yes,0,4,1
70,Male,60,Month-to-month,35.73,8325.78,Fiber optic,Mailed check,2,0,Yes,No,Yes,0,4,0
35,Female,34,Month-to-month,54.32,412.82,DSL,Electronic check,0,2,No,No,Yes,1,5,0
60,Male,13,Month-to-month,84.01,228.48,Fiber optic,Electronic check,3,0,Yes,No,No,0,3,1
52,Male,38,Month-to-month,128.37,1732.49,Fiber optic,Bank transfer,4,1,Yes,No,No,0,4,0
74,Female,12,Month-to-month,89.38,6194.65,Fiber optic,Bank transfer,4,2,Yes,No,No,1,3,1
72,Male,36,One year,51.78,8686.55,DSL,Mailed check,0,0,Yes,Yes,No,0,5,0
51,Male,28,Month-to-month,25.8,6778.39,Fiber optic,Electronic check,2,2,No,No,No,0,1,1
58,Male,39,One year,100.86,5199.99,Fiber optic,Credit card,0,0,No,No,No,0,4,0
21,Male,31,Month-to-month,147.97,2153.21,Fiber optic,Credit card,1,1,Yes,No,Yes,0,2,0
46,Male,2,One year,121.37,6228.11,DSL,Credit card,3,2,Yes,No,No,1,5,0
58,Male,42,Two year,125.09,2960.86,DSL,Bank transfer,2,0,No,No,Yes,0,3,0
62,Male,31,One year,21.59,2079.56,Fiber optic,Electronic check,1,1,No,Yes,Yes,0,3,0
67,Female,61,Month-to-month,121.11,2205.35,DSL,Electronic check,0,1,Yes,Yes,No,1,4,0
32,Female,56,Month-to-month,45.3,6043.31,Fiber optic,Mailed check,0,1,Yes,No,No,0,2,0
45,Male,14,Month-to-month,96.15,6928.31,DSL,Credit card,2,1,No,Yes,Yes,0,2,0
59,Female,14,Month-to-month,78.16,5278.04,DSL,Electronic check,3,1,No,Yes,No,0,4,0
33,Female,29,Month-to-month,94.31,668.31,Fiber optic,Bank transfer,2,1,No,No,Yes,0,2,1
69,Female,50,Month-to-month,79.4,2032.78,DSL,Credit card,1,1,Yes,No,No,0,1,0
22,Female,63,One year,24.8,2649.57,Fiber optic,Mailed check,1,2,Yes,No,No,0,5,1
51,Male,65,One year,25.33,3702.9,DSL,Electronic check,1,2,No,No,Yes,0,1,0
18,Female,71,Two year,143.72,6553.91,No,Electronic check,2,1,Yes,No,No,0,1,0
56,Female,11,One year,121.06,6432.33,Fiber optic,Mailed check,2,0,No,Yes,Yes,0,5,0
49,Female,14,Month-to-month,80.99,3185.43,DSL,Bank transfer,0,4,No,No,No,0,3,0
43,Female,3,Month-to-month,27.26,5110.72,Fiber optic,Electronic check,2,1,Yes,Yes,No,0,5,1
34,Male,8,One year,25.85,998.15,DSL,Electronic check,2,0,Yes,No,Yes,0,2,0
65,Male,43,Month-to-month,40.53,3795.45,No,Bank transfer,3,0,No,Yes,No,1,4,0
44,Male,9,Two year,146.86,7732.33,DSL,Electronic check,0,0,Yes,No,No,0,5,0
41,Male,19,Month-to-month,71.83,5979.54,Fiber optic,Credit card,1,0,Yes,No,Yes,0,2,0
52,Male,12,Month-to-month,129.64,1025.1,DSL,Electronic check,0,1,No,Yes,Yes,0,2,0
63,Female,27,Two year,111.67,7643.44,Fiber optic,Mailed check,1,2,No,Yes,Yes,0,2,0
59,Female,58,Two year,98.71,6158.2,No,Electronic check,1,1,Yes,Yes,No,0,5,0
71,Male,25,Month-to-month,143.22,4132.2,DSL,Bank transfer,4,0,Yes,Yes,No,0,1,1
56,Male,45,One year,49.95,6259.61,DSL,Credit card,2,1,No,No,No,0,5,0
66,Female,50,One year,132.41,4999.33,DSL,Electronic check,4,0,No,No,Yes,1,1,0
55,Female,44,Two year,91.73,5599.55,Fiber optic,Mailed check,1,0,No,No,No,0,4,0
40,Female,59,Month-to-month,52.04,8356.93,Fiber optic,Mailed check,2,3,No,No,No,0,2,0
39,Male,33,Month-to-month,47.16,695.34,DSL,Electronic check,2,0,No,Yes,Yes,0,3,0
21,Male,28,Month-to-month,117.87,3435.57,Fiber optic,Mailed check,2,1,Yes,No,No,0,5,1
66,Male,18,Month-to-month,21.66,8437.65,DSL,Electronic check,0,2,No,Yes,No,0,2,0
26,Male,55,Month-to-month,138.84,2033.27,No,Bank transfer,0,0,Yes,Yes,Yes,0,4,0
21,Male,33,Two year,22.39,7337.48,DSL,Electronic check,2,0,No,Yes,Yes,1,5,0
24,Female,15,Month-to-month,102.03,114.29,Fiber optic,Bank transfer,2,3,No,Yes,No,0,2,1
40,Male,61,Month-to-month,98.62,330.37,DSL,Credit card,3,1,Yes,Yes,No,0,4,0
19,Female,11,One year,95.19,3015.84,Fiber optic,Bank transfer,2,0,No,No,No,0,1,0
66,Female,36,Month-to-month,81.66,6939.68,DSL,Credit card,1,0,No,Yes,Yes,0,2,0
41,Female,15,Month-to-month,130.82,1026.88,DSL,Credit card,3,1,No,No,Yes,0,2,1
57,Female,53,Month-to-month,105.71,3507.4,DSL,Credit card,2,0,No,Yes,Yes,0,1,0
72,Female,62,One year,121.64,1270.07,Fiber optic,Mailed check,4,0,Yes,No,Yes,0,1,0
48,Male,48,Month-to-month,35.02,2089.98,Fiber optic,Electronic check,2,2,Yes,Yes,Yes,0,1,0
64,Male,15,One year,26.49,4576.65,Fiber optic,Bank transfer,2,0,Yes,Yes,Yes,0,1,0
48,Male,63,Month-to-month,23.71,2940.33,No,Credit card,2,4,Yes,No,No,0,5,0
64,Female,43,One year,39.14,1986.02,DSL,Bank transfer,1,1,Yes,No,No,0,1,0
57,Female,50,One year,106.71,3602.12,Fiber optic,Credit card,2,0,No,Yes,No,0,1,0
65,Female,60,One year,84.22,6339.39,Fiber optic,Mailed check,2,0,Yes,Yes,Yes,0,3,0
68,Female,59,Month-to-month,117.79,1162.82,DSL,Credit card,0,1,No,No,Yes,0,4,0
60,Female,15,Month-to-month,44.92,4368.39,DSL,Credit card,2,1,No,No,No,0,4,0
51,Female,29,Two year,67.71,2545.01,Fiber optic,Electronic check,0,1,Yes,Yes,No,0,5,0
72,Male,40,Month-to-month,135.5,3469.73,DSL,Bank transfer,4,0,Yes,Yes,Yes,0,5,1
41,Female,31,Month-to-month,141.64,7411.84,Fiber optic,Electronic check,1,1,Yes,No,Yes,0,3,0
66,Female,11,One year,139.82,8374.6,No,Mailed check,3,1,No,Yes,Yes,0,1,1
33,Female,8,Month-to-month,109.47,5706.74,DSL,Mailed check,0,0,Yes,Yes,Yes,0,3,0
74,Male,51,One year,138.78,6122.43,DSL,Credit card,3,0,Yes,No,No,0,1,0
64,Male,57,One year,112.84,7598.13,Fiber optic,Mailed check,2,0,No,No,No,1,2,0
30,Male,4,Month-to-month,144.01,8101.48,DSL,Bank transfer,3,1,Yes,No,No,1,4,1
44,Male,19,Two year,139.81,8844.92,Fiber optic,Bank transfer,2,2,Yes,Yes,No,1,3,0
21,Male,24,Two year,92.25,8740.38,No,Electronic check,2,1,No,No,No,0,5,0
33,Female,41,Month-to-month,34.53,4607.56,Fiber optic,Credit card,1,1,No,Yes,No,0,3,0
47,Male,49,One year,47.94,4924.09,DSL,Bank transfer,3,1,No,Yes,Yes,0,4,0
61,Female,46,Month-to-month,130.78,6042.97,Fiber optic,Mailed check,2,0,Yes,No,No,1,3,1
47,Female,36,Month-to-month,85.8,3426.96,Fiber optic,Mailed check,1,1,No,Yes,No,1,2,1
53,Male,10,One year,147.77,5992.19,Fiber optic,Mailed check,2,0,No,No,No,0,1,1
20,Female,7,Month-to-month,35.28,4677.14,No,Bank transfer,2,2,No,Yes,Yes,0,2,0
39,Female,12,Month-to-month,73.63,415.39,Fiber optic,Bank transfer,1,3,Yes,No,No,0,4,0
39,Male,37,Month-to-month,87.1,8469.97,DSL,Mailed check,1,0,Yes,Yes,No,0,3,0
67,Male,36,Month-to-month,102.35,333.44,Fiber optic,Credit card,1,2,No,Yes,No,0,4,0
74,Male,60,Month-to-month,106.01,7124.43,Fiber optic,Bank transfer,0,0,No,Yes,Yes,0,3,1
67,Female,8,One year,20.17,3533.74,Fiber optic,Mailed check,2,0,Yes,No,No,1,4,0
72,Male,7,Month-to-month,31.56,5312.12,DSL,Bank transfer,5,3,No,Yes,Yes,0,3,1
66,Male,43,One year,24.56,4549.96,No,Credit card,3,1,Yes,No,No,0,2,0
29,Male,58,Two year,132.4,5006.66,Fiber optic,Electronic check,0,0,No,No,Yes,0,1,0
72,Female,46,Month-to-month,60.73,4507.16,DSL,Bank transfer,4,2,No,No,Yes,1,2,0
38,Female,34,Month-to-month,67.72,7695.04,Fiber optic,Bank transfer,0,2,Yes,No,No,0,2,0
73,Female,72,One year,78.55,6183.21,Fiber optic,Credit card,2,1,Yes,No,No,0,3,0
21,Female,22,One year,130.41,3772.47,Fiber optic,Bank transfer,1,2,Yes,Yes,Yes,0,5,1
48,Female,21,Month-to-month,21.84,6228.26,Fiber optic,Mailed check,0,0,No,No,Yes,0,4,0
61,Male,15,One year,35.42,8688.93,Fiber optic,Credit card,6,1,Yes,No,No,1,2,1
48,Female,5,Month-to-month,109.07,814.74,DSL,Electronic check,3,1,Yes,No,Yes,0,5,0
75,Female,17,Month-to-month,145.31,3554.0,Fiber optic,Credit card,0,1,No,Yes,No,0,2,0
40,Female,72,Month-to-month,103.56,7847.04,DSL,Mailed check,0,2,No,Yes,Yes,0,2,0
71,Male,19,Month-to-month,53.95,6677.59,DSL,Bank transfer,3,0,No,Yes,No,0,2,0
70,Male,5,Month-to-month,87.58,8420.87,Fiber optic,Credit card,2,0,No,No,Yes,0,5,0
37,Female,23,One year,146.75,454.31,DSL,Mailed check,2,2,No,No,Yes,0,2,0
32,Male,14,One year,88.65,7778.7,DSL,Mailed check,3,0,No,Yes,No,0,5,0
40,Female,10,Month-to-month,68.56,7147.01,Fiber optic,Mailed check,1,0,No,No,No,0,2,1
45,Male,31,Two year,69.85,7353.85,No,Credit card,1,1,No,Yes,No,0,2,0
33,Male,13,One year,145.71,5415.64,Fiber optic,Credit card,3,2,Yes,No,Yes,0,1,1
54,Female,22,Month-to-month,113.46,562.06,DSL,Credit card,1,1,Yes,Yes,No,0,1,1
32,Female,39,One year,50.17,3728.99,Fiber optic,Mailed check,0,0,Yes,Yes,No,0,2,0
34,Female,10,Two year,92.73,4790.67,DSL,Credit card,3,4,No,No,Yes,0,1,0
67,Female,31,Month-to-month,66.38,6688.63,DSL,Credit card,4,1,Yes,Yes,Yes,0,5,0
54,Male,43,One year,51.23,5404.05,DSL,Bank transfer,1,0,Yes,Yes,Yes,0,5,0
30,Male,36,Month-to-month,136.42,2703.81,Fiber optic,Bank transfer,4,0,No,Yes,Yes,0,1,0
36,Female,35,Month-to-month,69.81,5435.62,Fiber optic,Credit card,0,0,No,No,No,0,1,0
47,Female,68,Month-to-month,56.76,839.93,Fiber optic,Credit card,0,0,Yes,No,Yes,0,3,0
62,Male,55,One year,141.12,147.76,No,Electronic check,1,1,Yes,No,Yes,1,3,0
35,Female,68,Month-to-month,45.66,3673.6,DSL,Bank transfer,2,1,No,No,Yes,0,1,0
31,Male,47,Month-to-month,116.92,6838.96,No,Electronic check,2,0,Yes,No,No,0,2,0
53,Male,6,Month-to-month,104.86,7421.44,Fiber optic,Credit card,1,1,No,Yes,No,1,3,1
53,Male,28,Two year,139.66,4993.57,DSL,Electronic check,5,0,Yes,Yes,Yes,0,5,0
37,Female,30,One year,128.17,7825.26,No,Mailed check,3,0,No,Yes,Yes,0,2,0
69,Female,27,Month-to-month,111.69,1220.64,Fiber optic,Electronic check,2,1,Yes,No,No,1,4,0
36,Male,69,Two year,60.89,8680.54,DSL,Bank transfer,3,1,No,Yes,No,0,1,0
62,Female,39,Month-to-month,84.42,8303.67,DSL,Bank transfer,4,3,No,No,No,1,2,1
61,Female,35,Month-to-month,142.78,5433.21,DSL,Bank transfer,1,2,No,No,No,0,3,0
24,Male,44,Month-to-month,23.02,622.63,No,Bank transfer,0,1,Yes,No,Yes,0,4,0
74,Male,15,Month-to-month,123.26,4142.41,DSL,Credit card,3,2,Yes,No,No,0,2,0
61,Female,32,Month-to-month,52.74,1695.53,No,Bank transfer,1,0,Yes,No,No,1,3,0
70,Male,29,One year,44.05,5692.98,DSL,Credit card,2,1,Yes,No,No,0,4,0
21,Female,63,One year,50.19,1790.69,DSL,Mailed check,3,0,Yes,Yes,No,0,4,0
51,Male,6,One year,27.77,4388.0,DSL,Bank transfer,1,2,No,No,Yes,0,5,0
19,Male,27,One year,148.96,1930.08,Fiber optic,Mailed check,2,1,No,No,No,0,4,0
22,Female,28,One year,133.08,1718.42,DSL,Mailed check,2,0,No,No,No,0,4,0
72,Female,5,Month-to-month,87.74,2306.52,Fiber optic,Credit card,2,2,No,No,No,0,2,0
49,Female,56,One year,92.36,6473.42,Fiber optic,Bank transfer,3,0,No,No,Yes,0,4,1
59,Female,54,Two year,125.51,2829.86,Fiber optic,Bank transfer,2,3,Yes,Yes,Yes,0,1,0
58,Male,18,Month-to-month,129.82,6313.16,DSL,Electronic check,0,0,No,No,No,0,3,0
30,Male,43,Month-to-month,50.26,5915.96,Fiber optic,Bank transfer,2,0,No,Yes,Yes,0,1,0
56,Female,29,One year,79.77,688.4,No,Credit card,1,1,Yes,No,Yes,1,5,0
22,Male,10,One year,102.53,2877.11,Fiber optic,Electronic check,0,0,Yes,No,No,1,1,0
75,Female,6,Month-to-month,147.2,5145.06,Fiber optic,Bank transfer,3,2,No,Yes,Yes,0,4,1
27,Male,4,One year,108.75,8273.77,Fiber optic,Bank transfer,1,1,Yes,Yes,No,0,5,0
27,Male,34,Month-to-month,136.69,3671.75,Fiber optic,Credit card,3,4,No,Yes,Yes,0,1,1
44,Female,4,Month-to-month,95.67,6776.41,DSL,Credit card,2,1,Yes,No,No,0,4,1
68,Female,44,Month-to-month,136.18,7249.33,DSL,Mailed check,1,2,Yes,No,Yes,0,2,0
38,Male,31,Month-to-month,69.06,8317.73,Fiber optic,Bank transfer,1,1,Yes,No,Yes,0,2,0
25,Female,66,Month-to-month,69.31,4524.99,DSL,Electronic check,2,2,No,No,No,0,5,0
18,Female,58,Month-to-month,121.53,1825.16,DSL,Credit card,2,3,No,No,No,0,3,1
45,Female,60,One year,37.49,6903.35,Fiber optic,Credit card,2,0,No,Yes,No,1,4,1
66,Female,2,Two year,59.76,1217.62,DSL,Bank transfer,2,0,No,No,Yes,0,4,0
56,Female,36,Month-to-month,99.11,3823.25,DSL,Credit card,1,3,No,No,Yes,1,4,1
31,Female,70,One year,74.61,5691.1,Fiber optic,Mailed check,1,0,Yes,No,Yes,0,5,0
38,Male,60,Month-to-month,142.29,6257.52,No,Credit card,2,0,Yes,Yes,No,0,1,0
47,Male,23,Month-to-month,144.61,6623.95,DSL,Mailed check,0,2,No,No,No,1,1,0
38,Male,47,Month-to-month,85.34,1822.44,DSL,Electronic check,5,2,Yes,No,No,0,4,0
66,Male,46,Month-to-month,90.08,8836.68,DSL,Credit card,3,1,Yes,No,No,1,3,1
26,Female,44,One year,114.2,1687.93,No,Electronic check,3,0,No,No,Yes,0,3,0
34,Female,19,Month-to-month,79.44,955.05,Fiber optic,Mailed check,0,2,Yes,No,Yes,0,2,1
22,Male,49,Two year,44.71,6010.05,DSL,Credit card,1,0,Yes,No,Yes,1,1,0
75,Male,58,One year,117.11,8199.0,Fiber optic,Mailed check,0,0,No,Yes,Yes,0,4,0
74,Male,7,One year,115.91,5078.52,DSL,Mailed check,0,2,No,No,Yes,0,3,0
48,Female,41,Two year,51.85,5399.79,DSL,Electronic check,3,2,No,No,No,0,1,0
69,Female,15,Two year,128.28,4892.51,DSL,Electronic check,1,1,Yes,Yes,Yes,0,2,0
57,Female,53,One year,99.77,480.46,DSL,Electronic check,2,1,Yes,Yes,Yes,1,4,0
55,Male,23,Month-to-month,50.72,6163.67,Fiber optic,Mailed check,1,2,No,No,No,0,5,1
60,Male,65,Month-to-month,104.77,3287.97,Fiber optic,Mailed check,0,1,No,No,No,0,4,0
36,Male,60,One year,50.37,8427.5,Fiber optic,Electronic check,4,1,No,Yes,Yes,0,4,0
53,Male,10,Month-to-month,54.48,1762.43,Fiber optic,Mailed check,2,0,No,No,No,0,1,0
67,Male,58,Two year,130.24,2788.83,Fiber optic,Electronic check,3,0,Yes,No,No,1,1,0
50,Female,47,Month-to-month,140.83,4593.21,Fiber optic,Bank transfer,0,1,Yes,Yes,No,0,1,0
30,Female,15,Month-to-month,53.39,4348.46,Fiber optic,Credit card,1,0,Yes,No,No,0,3,0
31,Female,9,Month-to-month,140.65,3662.71,DSL,Bank transfer,3,0,Yes,Yes,Yes,1,2,1
73,Female,13,Two year,51.04,2898.19,Fiber optic,Mailed check,2,0,Yes,No,No,0,1,0
50,Female,23,Month-to-month,35.24,1409.94,No,Credit card,5,0,No,Yes,No,0,2,0
46,Male,33,Month-to-month,27.57,7406.2,Fiber optic,Mailed check,0,0,Yes,No,Yes,0,1,0
60,Female,9,Month-to-month,51.47,4094.05,Fiber optic,Mailed check,2,0,Yes,No,Yes,0,3,0
66,Male,3,Month-to-month,70.08,5199.31,DSL,Credit card,0,0,Yes,Yes,No,0,2,0
53,Female,25,Month-to-month,140.58,4964.32,No,Mailed check,5,2,Yes,Yes,No,1,3,1
75,Male,71,Month-to-month,51.48,5221.85,No,Mailed check,0,1,No,Yes,Yes,1,5,1
61,Male,36,Month-to-month,67.51,6373.08,Fiber optic,Mailed check,6,1,No,No,Yes,0,5,1
27,Male,20,Month-to-month,115.44,5701.49,DSL,Electronic check,0,1,Yes,Yes,No,0,3,0
23,Male,19,Two year,108.97,5028.02,DSL,Credit card,2,3,Yes,Yes,Yes,0,5,1
18,Female,37,Month-to-month,45.54,5340.64,Fiber optic,Credit card,3,3,Yes,Yes,No,0,5,1
24,Male,3,Month-to-month,115.43,3944.22,Fiber optic,Credit card,1,1,Yes,No,No,0,2,1
75,Male,19,Two year,23.52,450.82,Fiber optic,Bank transfer,5,2,Yes,Yes,Yes,0,2,0
44,Female,53,Month-to-month,58.0,6632.47,Fiber optic,Mailed check,3,1,No,Yes,No,0,2,0
38,Male,46,Month-to-month,66.3,2544.53,No,Bank transfer,0,1,No,Yes,No,1,1,0
33,Female,70,Month-to-month,108.38,2596.96,Fiber optic,Electronic check,4,4,No,No,Yes,0,1,1
73,Male,31,Month-to-month,79.72,8969.94,DSL,Electronic check,3,2,Yes,Yes,No,0,5,0
40,Female,34,One year,97.45,335.03,DSL,Credit card,2,0,Yes,No,No,0,1,0
69,Male,31,One year,68.53,778.79,No,Electronic check,4,0,No,Yes,Yes,0,2,0
37,Female,60,Month-to-month,141.42,830.58,No,Bank transfer,1,1,No,No,No,0,5,0
55,Male,11,Two year,144.26,600.31,DSL,Bank transfer,2,0,No,Yes,Yes,0,3,1
71,Female,6,Month-to-month,95.64,2483.33,Fiber optic,Bank transfer,0,1,No,No,Yes,0,5,0
42,Male,27,Month-to-month,29.32,2988.84,DSL,Mailed check,2,0,Yes,No,Yes,0,4,0
45,Male,7,One year,83.85,1090.44,DSL,Electronic check,2,0,Yes,Yes,Yes,0,5,0
22,Female,49,Two year,43.97,3999.37,Fiber optic,Mailed check,4,1,No,Yes,Yes,0,2,0
73,Female,72,Month-to-month,82.82,3351.62,DSL,Bank transfer,0,3,Yes,Yes,Yes,1,3,0
38,Female,60,Month-to-month,44.5,5763.28,DSL,Mailed check,3,2,No,No,No,0,1,1
35,Female,33,Month-to-month,111.5,1843.19,Fiber optic,Credit card,3,0,No,No,No,0,2,0
64,Male,47,Two year,30.46,8234.47,DSL,Electronic check,1,1,Yes,Yes,Yes,0,4,0
23,Female,44,Month-to-month,143.93,4692.32,Fiber optic,Bank transfer,1,2,Yes,No,No,1,3,1
74,Female,27,Month-to-month,45.4,5651.22,DSL,Credit card,0,1,Yes,Yes,No,0,5,0
46,Male,22,Month-to-month,105.89,451.73,Fiber optic,Mailed check,2,0,No,No,No,0,1,0
36,Male,47,Month-to-month,139.21,5075.89,Fiber optic,Credit card,2,3,Yes,Yes,Yes,0,4,0
50,Female,48,Month-to-month,52.23,3376.09,Fiber optic,Bank transfer,0,0,No,Yes,No,0,3,0
62,Female,2,Month-to-month,70.53,7982.23,DSL,Electronic check,2,1,Yes,No,Yes,0,2,1
20,Male,15,Two year,144.87,5775.07,No,Bank transfer,4,1,No,Yes,Yes,0,2,0
59,Female,47,Month-to-month,146.28,6933.88,Fiber optic,Electronic check,1,2,No,No,No,0,2,0
38,Male,27,Two year,44.45,5836.88,Fiber optic,Credit card,4,0,Yes,Yes,No,1,3,0
52,Female,71,One year,128.04,251.02,No,Bank transfer,0,2,No,Yes,Yes,0,5,0
58,Female,27,Month-to-month,45.14,6357.83,DSL,Mailed check,3,1,No,Yes,Yes,1,3,0
57,Male,13,One year,49.44,1676.11,Fiber optic,Electronic check,2,1,No,Yes,Yes,0,3,0
20,Male,55,Month-to-month,30.94,6174.88,DSL,Mailed check,2,1,No,No,Yes,0,1,1
62,Female,59,Month-to-month,102.19,2867.07,DSL,Electronic check,2,2,No,No,No,1,5,0
55,Male,10,Month-to-month,78.4,4700.66,DSL,Bank transfer,1,0,Yes,Yes,Yes,0,4,0
62,Male,33,One year,122.82,3065.22,Fiber optic,Bank transfer,1,4,No,Yes,No,1,3,1
72,Male,37,One year,63.16,6276.49,Fiber optic,Credit card,2,1,No,Yes,Yes,0,2,0
37,Male,8,Month-to-month,145.92,4752.11,No,Mailed check,2,2,Yes,No,No,0,5,1
69,Male,33,Two year,26.48,8641.04,Fiber optic,Mailed check,3,2,No,No,No,0,3,0
